"","rowid","Result","Fighter","Event","Method.Referee","R","Time","Date","VS..Fighter","Location","NA."
"1792","113","win","Daichi Fujiwara","GCM - Cage Force 7Jun / 22 / 2008","KO (Punch)N/A",1,"2:38",NA,NA,NA,NA
"1793","113","win","Seiji Ozuka","GCM - Cage Force 5Dec / 01 / 2007","Decision (Unanimous)N/A",2,"5:00",NA,NA,NA,NA
"1794","113","win","Kentaro Imaizumi","GCM - Cage Force 4Sep / 08 / 2007","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"1795","113","draw","Masakatsu Ueda","Shooto - Back To Our Roots 4Jul / 15 / 2007","DrawN/A",3,"5:00",NA,NA,NA,NA
"1796","113","loss","Atsushi Yamamoto","Shooto - Back To Our Roots 1Feb / 17 / 2007","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"1797","113","loss","Kenji Osawa","Shooto - 11/10 in Korakuen HallNov / 10 / 2006","TKO (Punches and Knees)N/A",2,"0:59",NA,NA,NA,NA
"1798","113","draw","Ryota Matsune","Shooto 2006 - 7/21 in Korakuen HallJul / 21 / 2006","DrawN/A",3,"5:00",NA,NA,NA,NA
"1799","113","win","Takamaro Watari","Shooto - The DevilockMay / 12 / 2006","TKO (Punches)N/A",1,"3:49",NA,NA,NA,NA
"1800","113","win","Tetsu Suzuki","Shooto - 12/17 in Shinjuku FACEDec / 17 / 2005","Decision (Unanimous)N/A",2,"5:00",NA,NA,NA,NA
"1801","113","win","Teruyuki Matsumoto","Shooto 2005 - 11/6 in Korakuen HallNov / 06 / 2005","KO (Punch)N/A",1,"0:13",NA,NA,NA,NA
"1802","113","win","Shin Kato","Shooto - 9/23 in Korakuen HallSep / 23 / 2005","Decision (Majority)N/A",2,"5:00",NA,NA,NA,NA
"1803","113","win","Naoki Yahagi","Shooto - 6/3 in Kitazawa Town HallJun / 03 / 2005","Decision (Unanimous)N/A",2,"5:00",NA,NA,NA,NA
"1804","113","win","Satoshi Yamashita","Shooto - 2/6 in Kitazawa Town HallFeb / 06 / 2005","Decision (Unanimous)N/A",2,"5:00",NA,NA,NA,NA
"1805","114","win","Marlon Vera","UFC Fight Night 183 - Thompson vs. NealDec / 19 / 2020","Decision (Unanimous)Dan Miragliotta",3,"5:00",NA,NA,NA,NA
"1806","114","loss","Petr Yan","UFC 251 - Usman vs. MasvidalJul / 11 / 2020","TKO (Punches)Leon Roberts",5,"3:24",NA,NA,NA,NA
"1807","114","loss","Marlon Moraes","UFC 245 - Usman vs. CovingtonDec / 14 / 2019","Decision (Split)Marc Goddard",3,"5:00",NA,NA,NA,NA
"1808","114","loss","Alexander Volkanovski","UFC 237 - Namajunas vs. AndradeMay / 11 / 2019","Decision (Unanimous)Marc Goddard",3,"5:00",NA,NA,NA,NA
"1809","114","win","Renato Carneiro","UFC Fight Night 144 - Assuncao vs. Moraes 2Feb / 02 / 2019","TKO (Punches)Jerin Valel",2,"0:44",NA,NA,NA,NA
"1810","114","win","Jeremy Stephens","UFC on Fox 30 - Alvarez vs. Poirier 2Jul / 28 / 2018","TKO (Punches)Yves Lavigne",1,"4:19",NA,NA,NA,NA
"1811","114","loss","Max Holloway","UFC 218 - Holloway vs. Aldo 2Dec / 02 / 2017","TKO (Punches)Herb Dean",3,"4:51",NA,NA,NA,NA
"1812","114","loss","Max Holloway","UFC 212 - Aldo vs. HollowayJun / 03 / 2017","TKO (Punches)John McCarthy",3,"4:13",NA,NA,NA,NA
"1813","114","win","Frankie Edgar","UFC 200 - Tate vs. NunesJul / 09 / 2016","Decision (Unanimous)Marc Goddard",5,"5:00",NA,NA,NA,NA
"1814","114","loss","Conor McGregor","UFC 194 - Aldo vs. McGregorDec / 12 / 2015","KO (Punch)John McCarthy",1,"0:13",NA,NA,NA,NA
"1815","114","win","Chad Mendes","UFC 179 - Aldo vs. Mendes 2Oct / 25 / 2014","Decision (Unanimous)Marc Goddard",5,"5:00",NA,NA,NA,NA
"1816","114","win","Ricardo Lamas","UFC 169 - Barao vs. Faber 2Feb / 01 / 2014","Decision (Unanimous)Keith Peterson",5,"5:00",NA,NA,NA,NA
"1817","114","win","Chan Sung Jung","UFC 163 - Aldo vs. Korean ZombieAug / 03 / 2013","TKO (Punches)Herb Dean",4,"2:00",NA,NA,NA,NA
"1818","114","win","Frankie Edgar","UFC 156 - Aldo vs. EdgarFeb / 02 / 2013","Decision (Unanimous)Steve Mazzagatti",5,"5:00",NA,NA,NA,NA
"1819","114","win","Chad Mendes","UFC 142 - Aldo vs. MendesJan / 14 / 2012","KO (Knee)Mario Yamasaki",1,"4:59",NA,NA,NA,NA
"1820","114","win","Kenny Florian","UFC 136 - Edgar vs. Maynard 3Oct / 08 / 2011","Decision (Unanimous)Dan Miragliotta",5,"5:00",NA,NA,NA,NA
"1821","114","win","Mark Hominick","UFC 129 - St. Pierre vs. ShieldsApr / 30 / 2011","Decision (Unanimous)John McCarthy",5,"5:00",NA,NA,NA,NA
"1822","114","win","Manny Gamburyan","WEC 51 - Aldo vs. GamburyanSep / 30 / 2010","KO (Punches)Herb Dean",2,"1:32",NA,NA,NA,NA
"1823","114","win","Urijah Faber","WEC 48 - Aldo vs. FaberApr / 24 / 2010","Decision (Unanimous)Josh Rosenthal",5,"5:00",NA,NA,NA,NA
"1824","114","win","Mike Thomas Brown","WEC 44 - Brown vs. AldoNov / 18 / 2009","TKO (Punches)Steve Mazzagatti",2,"1:20",NA,NA,NA,NA
"1825","114","win","Cub Swanson","WEC 41 - Brown vs. Faber 2Jun / 07 / 2009","TKO (Flying Knee and Punches)Steve Mazzagatti",1,"0:08",NA,NA,NA,NA
"1826","114","win","Chris Mickle","WEC 39 - Brown vs. GarciaMar / 01 / 2009","TKO (Punches)Rafael Ramos",1,"1:39",NA,NA,NA,NA
"1827","114","win","Rolando Perez","WEC 38 - Varner vs. CerroneJan / 25 / 2009","KO (Knee and Punches)Jon Schorle",1,"4:15",NA,NA,NA,NA
"1828","114","win","Jonathan Brookins","WEC 36 - Faber vs. BrownNov / 05 / 2008","TKO (Punches)N/A",3,"0:45",NA,NA,NA,NA
"1829","114","win","Alexandre Franca Nogueira","WEC 34 - SacramentoJun / 01 / 2008","TKO (Punches)N/A",2,"3:22",NA,NA,NA,NA
"1830","114","win","Shoji Maruyama","Pancrase - 2007 Neo-Blood Tournament FinalsJul / 27 / 2007","Decision (Unanimous)Soichi Hiroto",3,"5:00",NA,NA,NA,NA
"1831","114","win","Fabio Mello","TFC 3 - Top Fighting Championships 3May / 02 / 2007","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"1832","114","win","Thiago Meller","GFC 1 - Gold Fighters ChampionshipMay / 20 / 2006","Decision (Majority)N/A",3,"5:00",NA,NA,NA,NA
"1833","114","loss","Luciano Azevedo","JF - Jungle Fight 5Nov / 26 / 2005","Submission (Rear-Naked Choke)N/A",2,"3:37",NA,NA,NA,NA
"1834","114","win","Micky Young","FX3 - Battle of BritainOct / 15 / 2005","TKO (Punches)N/A",1,"1:05",NA,NA,NA,NA
"1835","114","win","Phil Harris","UK-1 - Fight NightSep / 17 / 2005","TKO (Doctor Stoppage)N/A",1,"0:00",NA,NA,NA,NA
"1836","114","win","Anderson Silverio","Meca 12 - Meca World Vale Tudo 12Jul / 09 / 2005","TKO (Submission to Soccer Kicks)N/A",1,"8:33",NA,NA,NA,NA
"1837","114","win","Aritano Silva Barbosa","RMMAC - Rio MMA Challenge 1May / 12 / 2005","KO (Soccer Kicks)N/A",1,"0:20",NA,NA,NA,NA
"1838","114","win","Luiz de Paula","Shooto Americas - Shooto Brazil 7Mar / 19 / 2005","Submission (Arm-Triangle Choke)N/A",1,"1:54",NA,NA,NA,NA
"1839","114","win","Hudson Rocha","Shooto Brazil - Never ShakeOct / 23 / 2004","TKO (Doctor Stoppage)N/A",1,"5:00",NA,NA,NA,NA
"1840","114","win","Mario Bigola","EFC 1 - Eco Fight Championship 1Aug / 10 / 2004","KO (Head Kick)N/A",1,"0:18",NA,NA,NA,NA
"1841","115","loss","Steven Siler","UFC Fight Night 26 - Shogun vs. SonnenAug / 17 / 2013","KO (Punches)Yves Lavigne",1,"0:50",NA,NA,NA,NA
"1842","115","win","Daniel Pineda","UFC 146 - Dos Santos vs. MirMay / 26 / 2012","Decision (Unanimous)Yves Lavigne",3,"5:00",NA,NA,NA,NA
"1843","115","win","Nam Phan","UFC 133 - Evans vs. Ortiz 2Aug / 06 / 2011","Decision (Unanimous)Keith Peterson",3,"5:00",NA,NA,NA,NA
"1844","115","loss","Rani Yahya","UFC Fight Night 23 - Fight for the Troops 2Jan / 22 / 2011","Decision (Unanimous)Mario Yamasaki",3,"5:00",NA,NA,NA,NA
"1845","115","loss","Diego Nunes","UFC 125 - ResolutionJan / 01 / 2011","Decision (Split)Yves Lavigne",3,"5:00",NA,NA,NA,NA
"1846","115","win","Cole Province","WEC 51 - Aldo vs. GamburyanSep / 30 / 2010","TKO (Punches)Eric Heinz",1,"1:18",NA,NA,NA,NA
"1847","115","loss","Manny Gamburyan","WEC 48 - Aldo vs. FaberApr / 24 / 2010","KO (Punches)Jon Schorle",1,"2:22",NA,NA,NA,NA
"1848","115","win","Anthony Morrison","WEC 46 - Varner vs. HendersonJan / 10 / 2010","Submission (Rear-Naked Choke)Herb Dean",1,"1:54",NA,NA,NA,NA
"1849","115","loss","Jose Aldo","WEC 44 - Brown vs. AldoNov / 18 / 2009","TKO (Punches)Steve Mazzagatti",2,"1:20",NA,NA,NA,NA
"1850","115","win","Urijah Faber","WEC 41 - Brown vs. Faber 2Jun / 07 / 2009","Decision (Unanimous)Mario Yamasaki",5,"5:00",NA,NA,NA,NA
"1851","115","win","Leonard Garcia","WEC 39 - Brown vs. GarciaMar / 01 / 2009","Submission (Arm-Triangle Choke)N/A",1,"1:57",NA,NA,NA,NA
"1852","115","win","Urijah Faber","WEC 36 - Faber vs. BrownNov / 05 / 2008","TKO (Punches)N/A",1,"2:23",NA,NA,NA,NA
"1853","115","win","Jeff Curran","WEC 34 - SacramentoJun / 01 / 2008","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"1854","115","win","Manny Reyes Jr.","PXF - Premier X-treme FightingDec / 08 / 2007","Submission (Rear-Naked Choke)N/A",1,"1:46",NA,NA,NA,NA
"1855","115","win","Eben Oroz","HOOKnSHOOT - Bodog Fight Women's TournamentNov / 24 / 2007","TKO (Punches)N/A",1,"3:15",NA,NA,NA,NA
"1856","115","win","Yves Edwards","Bodog Fight - Clash of the NationsDec / 16 / 2006","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"1857","115","win","Jason Bryant","AFC 19 - Absolute Fighting Championships 19Oct / 21 / 2006","TKO (Punches)Troy Waugh",1,"1:26",NA,NA,NA,NA
"1858","115","win","Rocky Long","KE - Kick EnterprisesSep / 09 / 2006","Submission (Rear-Naked Choke)N/A",2,"1:32",NA,NA,NA,NA
"1859","115","win","Dustin Neace","AFC 18 - Absolute Fighting Championships 18Aug / 26 / 2006","Submission (Guillotine Choke)James Warring",1,"0:50",NA,NA,NA,NA
"1860","115","loss","Masakazu Imanari","Deep - 22 ImpactDec / 02 / 2005","Submission (Kneelock)N/A",2,"3:38",NA,NA,NA,NA
"1861","115","win","Takeshi Yamazaki","Deep - 21st ImpactOct / 28 / 2005","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"1862","115","win","Taiyo Nakahara","GCM - D.O.G. 2Jun / 11 / 2005","Submission (Arm-Triangle Choke)N/A",2,"2:23",NA,NA,NA,NA
"1863","115","win","Renato Tavares","AFC 10 - Absolute Fighting Championships 10Oct / 30 / 2004","Decision (Unanimous)Troy Waugh",3,"5:00",NA,NA,NA,NA
"1864","115","loss","Joe Lauzon","CZ 8 - Street JusticeOct / 02 / 2004","Submission (Rear-Naked Choke)N/A",3,"2:14",NA,NA,NA,NA
"1865","115","loss","Genki Sudo","UFC 47 - It's OnApr / 02 / 2004","Submission (Triangle Armbar)Steve Mazzagatti",1,"3:31",NA,NA,NA,NA
"1866","115","win","Leigh Remedios","AFC 6 - Absolute Fighting Championships 6Dec / 06 / 2003","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"1867","115","win","Renat Myzabekov","HFC 2 - Hardcore Fighting Championships 2Oct / 18 / 2003","Submission (Heel Hook)N/A",1,"2:38",NA,NA,NA,NA
"1868","115","win","Mark Hominick","TFC 8 - Hell RaiserJun / 06 / 2003","Submission (Heel Hook)N/A",3,"4:27",NA,NA,NA,NA
"1869","115","win","Shawn Graham","HFC 1 - Hardcore Fighting Championships 1May / 24 / 2003","TKO (Punches)N/A",2,"1:05",NA,NA,NA,NA
"1870","115","win","Mike Large","TFC 7 - Fightzone 7Feb / 28 / 2003","Submission (Rear-Naked Choke)N/A",1,"1:12",NA,NA,NA,NA
"1871","115","win","Bill Mahoney","MD 10 - Mass Destruction 10Jan / 25 / 2003","Submission (Rear-Naked Choke)N/A",3,"3:06",NA,NA,NA,NA
"1872","115","win","Edward Odquina","USMMA 1 - Ring of FuryMay / 18 / 2002","Submission (Rear-Naked Choke)N/A",1,"1:19",NA,NA,NA,NA
"1873","115","loss","Hermes Franca","HOOKnSHOOT - Kings 1Nov / 17 / 2001","Submission (Triangle Choke)N/A",1,"2:21",NA,NA,NA,NA
"1874","115","win","Vinny Brightman","MD 3 - Mass Destruction 3Aug / 04 / 2001","Submission (Rear-Naked Choke)N/A",1,"3:30",NA,NA,NA,NA
"1875","115","win","Jeff Darienzo","MD 1 - Mass Destruction 1Apr / 14 / 2001","Submission (Keylock)N/A",1,"2:15",NA,NA,NA,NA
"1876","116","loss","Sami Aziz","Superior Challenge 9 - GothenburgNov / 23 / 2013","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"1877","116","loss","Masakatsu Ueda","One FC 8 - Kings and ChampionsApr / 05 / 2013","Submission (Brabo Choke)Kenichi Serizawa",2,"3:52",NA,NA,NA,NA
"1878","116","win","Yafei Zhao","One FC 6 - Rise of KingsOct / 06 / 2012","Technical Decision (Unanimous)Yuji Shimada",3,"5:00",NA,NA,NA,NA
"1879","116","loss","Eric Kelly","One FC 5 - Pride of a NationAug / 31 / 2012","TKO (Kick to the Body and Punches)Moritaka Oshiro",2,"1:46",NA,NA,NA,NA
"1880","116","win","Jesse Thorton","CWC - Operation Fight NightApr / 14 / 2012","Decision (Unanimous)Joe Hernandez",3,"5:00",NA,NA,NA,NA
"1881","116","loss","Tim Elliott","RFA 1 - Elliott vs. PulverDec / 16 / 2011","KO (Knee)N/A",2,"2:12",NA,NA,NA,NA
"1882","116","win","Coty Wheeler","MMA Fight Pit - GenesisAug / 13 / 2011","TKO (Punches)Robert Romero",2,"1:59",NA,NA,NA,NA
"1883","116","loss","Brian Davidson","Titan FC 18 - Titan Fighting Championship 18May / 27 / 2011","Submission (Rear-Naked Choke)Mike England",1,"4:04",NA,NA,NA,NA
"1884","116","win","Wade Choate","CCC - Chicago Cagefighting ChampionshipMar / 05 / 2011","Decision (Split)Al Wichgers",3,"5:00",NA,NA,NA,NA
"1885","116","win","Mike Lindquist","XFO - Xtreme Fighting Organization 38Jan / 22 / 2011","Submission (Rear-Naked Choke)Scott Fischer",1,"0:49",NA,NA,NA,NA
"1886","116","loss","Diego Garijo","PWP - War on the MainlandAug / 14 / 2010","Submission (Guillotine Choke)John McCarthy",1,"1:08",NA,NA,NA,NA
"1887","116","loss","Javier Vazquez","WEC 47 - Bowles vs. CruzMar / 06 / 2010","Submission (Armbar)Greg Franklin",1,"3:41",NA,NA,NA,NA
"1888","116","loss","Josh Grispi","WEC 41 - Brown vs. Faber 2Jun / 07 / 2009","Submission (Guillotine Choke)Steve Mazzagatti",1,"0:33",NA,NA,NA,NA
"1889","116","loss","Urijah Faber","WEC 38 - Varner vs. CerroneJan / 25 / 2009","Submission (Guillotine Choke)Jon Schorle",1,"1:34",NA,NA,NA,NA
"1890","116","loss","Leonard Garcia","WEC 36 - Faber vs. BrownNov / 05 / 2008","TKO (Punches)N/A",1,"1:12",NA,NA,NA,NA
"1891","116","loss","Urijah Faber","WEC 34 - SacramentoJun / 01 / 2008","Decision (Unanimous)N/A",5,"5:00",NA,NA,NA,NA
"1892","116","win","Cub Swanson","WEC 31 - Faber vs. CurranDec / 12 / 2007","Submission (Guillotine Choke)Steve Mazzagatti",1,"0:35",NA,NA,NA,NA
"1893","116","loss","B.J. Penn","UFC - The Ultimate Fighter 5 FinaleJun / 23 / 2007","Submission (Rear-Naked Choke)Steve Mazzagatti",2,"3:12",NA,NA,NA,NA
"1894","116","loss","Joe Lauzon","UFC 63 - Hughes vs. Penn 2Sep / 23 / 2006","KO (Punch)Herb Dean",1,"0:48",NA,NA,NA,NA
"1895","116","win","Cole Escovedo","IFL - Legends Championship 2006Apr / 29 / 2006","KO (Punch)N/A",1,"0:56",NA,NA,NA,NA
"1896","116","win","Kenji Arai","Pride - Bushido 10Apr / 02 / 2006","KO (Soccer Kick)N/A",1,"3:59",NA,NA,NA,NA
"1897","116","loss","Hayato Sakurai","Pride - Bushido 9Sep / 25 / 2005","TKO (Punches)N/A",1,"8:56",NA,NA,NA,NA
"1898","116","win","Tomomi Iwama","Pride - Bushido 7May / 22 / 2005","KO (Punch)N/A",1,"1:00",NA,NA,NA,NA
"1899","116","loss","Takanori Gomi","Pride - Shockwave 2004Dec / 31 / 2004","KO (Punch)N/A",1,"6:21",NA,NA,NA,NA
"1900","116","win","Stephen Palling","Shooto Hawaii - Soljah Fight NightJul / 09 / 2004","KO (Punches)N/A",3,"1:47",NA,NA,NA,NA
"1901","116","win","Naoya Uematsu","Shooto - 3/22 in Korakuen HallMar / 22 / 2004","KO (Punch)N/A",1,"2:09",NA,NA,NA,NA
"1902","116","win","Richard Hess","IFC - Battleground BoiseOct / 25 / 2003","Submission (Guillotine Choke)N/A",1,"2:14",NA,NA,NA,NA
"1903","116","win","Joe Jordan","EC 52 - Extreme Challenge 52Aug / 15 / 2003","KO (Punch)N/A",2,"3:12",NA,NA,NA,NA
"1904","116","loss","Jason Maxwell","HOOKnSHOOT - Absolute Fighting Championships 3May / 24 / 2003","TKO (Punches)N/A",1,"4:54",NA,NA,NA,NA
"1905","116","loss","Duane Ludwig","UCC 12 - AdrenalineJan / 25 / 2003","KO (Punch)N/A",1,"1:13",NA,NA,NA,NA
"1906","116","win","Takehiro Murahama","UFO - LegendAug / 08 / 2002","Decision (Split)N/A",3,"5:00",NA,NA,NA,NA
"1907","116","win","Robert Emerson","UW - Ultimate WrestlingJun / 29 / 2002","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"1908","116","win","B.J. Penn","UFC 35 - ThrowdownJan / 11 / 2002","Decision (Majority)N/A",5,"5:00",NA,NA,NA,NA
"1909","116","win","Dennis Hallman","UFC 33 - Victory in VegasSep / 28 / 2001","Decision (Unanimous)N/A",5,"5:00",NA,NA,NA,NA
"1910","116","win","Caol Uno","UFC 30 - Battle on the BoardwalkFeb / 23 / 2001","Decision (Unanimous)John McCarthy",5,"5:00",NA,NA,NA,NA
"1911","116","win","John Lewis","UFC 28 - High StakesNov / 17 / 2000","KO (Punch)John McCarthy",1,"0:15",NA,NA,NA,NA
"1912","116","win","Dave Gries","Gladiators 10 - Gladiators 10Oct / 14 / 2000","KO (Punches)N/A",0,"N/A",NA,NA,NA,NA
"1913","116","loss","Din Thomas","WEF - New Blood ConflictAug / 26 / 2000","Submission (Heel Hook)N/A",2,"0:33",NA,NA,NA,NA
"1914","116","win","Joao Roque","UFC 26 - Ultimate Field of DreamsJun / 09 / 2000","Decision (Unanimous)John McCarthy",3,"5:00",NA,NA,NA,NA
"1915","116","win","Eric Hibler","WEF 9 - World ClassMay / 13 / 2000","KO (Knees and Punches)N/A",1,"1:54",NA,NA,NA,NA
"1916","116","win","David Velasquez","UFC 24 - First DefenseMar / 10 / 2000","TKO (Punches)John McCarthy",2,"2:41",NA,NA,NA,NA
"1917","116","win","Phil Johns","WEF 8 - Goin' PlatinumJan / 15 / 2000","KO (Punch)Kip Koller",1,"0:33",NA,NA,NA,NA
"1918","116","draw","Alfonso Alcarez","UFC 22 - There Can Be Only One ChampionSep / 24 / 1999","DrawJohn McCarthy",2,"5:00",NA,NA,NA,NA
"1919","116","win","Joe Stevenson","BRI 3 - Bas Rutten Invitational 3Jun / 01 / 1999","KO (Punch)John Perretti",1,"0:38",NA,NA,NA,NA
"1920","116","win","Ray Morales","BRI 3 - Bas Rutten Invitational 3Jun / 01 / 1999","Submission (Guillotine Choke)John Perretti",1,"0:51",NA,NA,NA,NA
"1921","116","loss","David Harris","BRI 2 - Bas Rutten Invitational 2Apr / 24 / 1999","Submission (Toe Hold)John Perretti",1,"11:57",NA,NA,NA,NA
"1922","116","win","Curtis Hill","BRI 2 - Bas Rutten Invitational 2Apr / 24 / 1999","TKO (Corner Stoppage)John Perretti",1,"3:00",NA,NA,NA,NA
"1923","117","loss","Raufeon Stots","VFC 53 - Curran vs. StotsNov / 23 / 2016","Decision (Unanimous)Rob Hinds",3,"5:00",NA,NA,NA,NA
"1924","117","loss","Melvin Blumer","RFA 24 - Smith vs. RomeroMar / 06 / 2015","KO (Backfist)Merrick Morland",1,"4:58",NA,NA,NA,NA
"1925","117","loss","Pedro Munhoz","RFA 9 - Munhoz vs. CurranAug / 16 / 2013","Decision (Split)John McCarthy",5,"5:00",NA,NA,NA,NA
"1926","117","win","Joshua Killion","EC - Extreme Challenge 227May / 03 / 2013","Decision (Unanimous)N/A",3,"5:00",NA,NA,NA,NA
"1927","117","loss","Johnny Eduardo","UFC on Fuel TV 3 - Korean Zombie vs. PoirierMay / 15 / 2012","Decision (Unanimous)Rick McCoy",3,"5:00",NA,NA,NA,NA
"1928","117","loss","Scott Jorgensen","UFC 137 - Penn vs. DiazOct / 29 / 2011","Decision (Unanimous)Kim Winslow",3,"5:00",NA,NA,NA,NA
